n,nsamp,error.rate,error.count,loss,p121,p122,p131,p132,p221,p222,p231,p232
512,0,0.080078125,41,1.1575966510019455,-0.7808321059767275,0.7038068051445905,-0.6259191550137438,-0.8482840546540347,-0.655329579518223,-0.7882101620189449,-0.76223512419695,0.6804878065368399
512,0,0.115234375,59,1.2510332167970386,-0.6911374566646019,0.7296362766330952,-0.6827334706143706,-0.8147776284570167,-0.644120235414076,-0.7643267196126002,-0.7438679355741524,0.769436292642562
512,0,0.251953125,129,2.325614377721946,-0.7803223742858131,0.6767551958970334,-0.6515763056153775,-0.8366849388818436,-1.5439407863945818,1.3801643197685207,-0.2591018194862104,-0.3673428241829553
512,0,0.29296875,150,2.1611161232324436,-0.7323716696454592,-0.6716632954007916,-0.6712375595228643,0.8082920635464803,-1.4638068424729689,-1.2922903868355782,-0.27695145923751924,0.34543524097678513
512,0,0.365234375,187,1.9742807704635417,-0.79587703704495,1.5564757833321852,-0.689984600756664,-0.7507769586542741,-1.0292811327496043,-0.6411413167817175,-0.3162183590863528,0.38865885918665094
512,0,0.48828125,250,2.118128567359873,-1.0475153910195996,-0.7352843734805637,-0.294388185746886,0.3610721718326835,-0.7740693294611042,-1.979676071497646,-0.6629690112260923,0.7293616399407998
512,0,0.259765625,133,2.6338421863094466,-0.6549444869671976,0.7771268332247638,-0.7489992399516303,-0.7485563916371797,-1.4010678747335603,1.4614888426170511,-0.29223706396420873,-0.32150785795776166
512,0,0.29296875,150,2.312848592657645,-1.3298322259572397,-1.3319324669485668,-0.2992933612352707,0.35006080753629637,-0.7167677131861685,-0.6859239889200703,-0.7187334039976264,0.7440987952066048
512,0,0.458984375,235,2.556125647010166,-1.346743243996945,1.3107850812253945,-0.3473502525558829,-0.3946303542440679,-1.0664143207957757,-0.34227393607814194,-0.6645446928811939,-0.7005271131027385
512,0,0.431640625,221,2.3642534286441816,-0.8211208684980923,-2.109812342950233,-0.6356353840137674,0.792754259957503,-0.9331625909133155,-0.7171367642994794,-0.2949408947620057,0.33312821271222626
512,0,0.287109375,147,2.655289421207672,1.4214658527426456,1.3259664422367,0.24343185226047312,-0.3108189996740091,0.628846219364506,0.8124433208697589,0.7178713658988779,-0.738322034049308
512,0,0.087890625,45,1.0076739148361515,-0.677898148643174,0.7638018793668675,-0.7287932798029201,-0.7118184768532962,-0.7448300773341788,-0.7234661139371169,-0.6667970784752695,0.845875135471709
512,0,0.111328125,57,1.131482377145322,-0.5886780452370104,0.7353436963456694,-0.7446054774045058,-0.6640636575245894,-0.7312857764963109,-0.695357996069938,-0.6671139261680101,0.7695109783812701
512,0,0.2734375,140,2.172840888046912,1.4298193598819753,1.3052266947434688,0.2659941769990487,-0.32862454326903967,0.7712533179975652,0.6464479765234902,0.6715462736612168,-0.756846290956243
512,0,0.1015625,52,1.0536290121493348,-0.68270277141935,-0.7674370334848064,-0.7136217381656405,0.8131844095495946,-0.6925405041380275,0.7519962541796897,-0.7091370451620271,-0.7477077662332885
512,0,0.111328125,57,1.300602627760481,-0.758821586718573,0.6899161797527705,-0.665030799085578,-0.7388915551592748,-0.6656917678261473,-0.7528410694774863,-0.7246258411616986,0.7487600726781902
512,0,0.32421875,166,2.312104108039428,-1.4418546600872686,-1.2053199716140004,-0.24431831911988625,0.3505150539090913,-0.8190824722191482,-0.6145995218498207,-0.6328973137826573,0.7664557774922548
512,0,0.1015625,52,1.0420284247789189,0.7302772023376827,0.7187324016303717,0.6847566121149287,-0.8078075574691433,0.7841168542626497,-0.7312353672589824,0.6798165369119731,0.7710782948283481
512,0,0.287109375,147,2.534451336004013,-1.3429305840982166,-1.4359178401646708,-0.31326694023857043,0.32513989662114795,-0.6990347644141827,-0.715160807086165,-0.7301121346157714,0.7689266229293586
512,0,0.248046875,127,2.3408803847917463,-1.2997800265755852,1.4852947718410692,-0.31012637549339855,-0.34016695668498104,-0.693492104532996,0.7342224599517311,-0.7251599228155298,-0.6772309675230699
512,0,0.228515625,117,2.226024587963651,-1.3615450298406813,-1.4917840228268449,-0.2927875788789249,0.3662387535461787,-0.7045073111698569,-0.7262110438394854,-0.7189619376306954,0.7464427977084662
512,0,0.08984375,46,1.0369429546712428,-0.7001728747515444,-0.7438373910498391,-0.6992780290380564,0.7433761435809515,-0.6852714851916034,0.7701422301094719,-0.722113489587755,-0.7751556213728875
512,0,0.083984375,43,1.0799467798890332,-0.6777792997348087,-0.7400832368320828,-0.7012713735356759,0.8065770196015313,-0.7504898428459292,0.7197681984849619,-0.706863000627964,-0.7433024267079974
512,0,0.3046875,156,2.4906493254076603,-1.43748141732049,1.4120757433127522,-0.257210165879786,-0.3836046754332995,-0.7505453367587162,0.6491476471171731,-0.6802775830025329,-0.7383135622644277
512,0,0.3125,160,2.3338838299307243,-1.3888902881415748,1.3529482872294032,-0.3054535950192969,-0.32800897858870354,-0.7357640491080951,0.6855825850552991,-0.7000001822782448,-0.7506749718541861
512,0,0.103515625,53,1.2116240531374838,-0.6669379550472408,0.7209792495281355,-0.7333389970685988,-0.6635813581860962,-0.6977577988416517,-0.7462114153570875,-0.6722752359934311,0.7627569294117671
512,0,0.279296875,143,2.362169225649279,-1.503547301943586,1.319849923108765,-0.25553754114775185,-0.3418450077646162,-0.7499927290824207,0.6549098081776614,-0.6634452651490882,-0.7889959349277352
512,0,0.11328125,58,1.183278917531526,-0.6356870069441788,0.7182544207501571,-0.7211464067044319,-0.7214121680800326,-0.6629997206377168,-0.7745424575190435,-0.7086398427754546,0.7725617645781558
512,0,0.279296875,143,2.436422157183808,-0.7046009790459726,-0.690119235086587,-0.6909783038869883,0.7465400155028081,-1.5239316505819014,-1.363505030970501,-0.2142943634374154,0.34047443439804903
512,0,0.33203125,170,2.157967533390819,-0.8260707874410831,-0.5482571398716798,-0.6018399255372116,0.7749941174446502,-1.4777557149753071,-1.2268934938417129,-0.2587489672781207,0.33800907521126217
512,0,0.302734375,155,2.1230807657862907,-1.4776171322481892,1.307762130548513,-0.2418643787722388,-0.3252616980327635,-0.7405647542706144,0.6572659556808336,-0.6848235957086165,-0.7140589961856247
512,0,0.107421875,55,1.0202043449133178,-0.6827903920106885,0.7235859954400883,-0.6900308446672816,-0.7647862713136555,-0.6616325134877401,-0.7380796055161933,-0.7264136588939897,0.6707336551035904
512,0,0.08984375,46,1.257446471311408,-0.660063303659363,0.7331623487599913,-0.7379215866973068,-0.6949032654366644,-0.7150187892396027,-0.7573487752397378,-0.68186095761063,0.808865695677992
512,0,0.08984375,46,1.1483924883117664,-0.6700645358078311,-0.7708062924587066,-0.7436882391586744,0.7483203777306194,-0.7332189270133901,0.7008015314479811,-0.6589690751617999,-0.7360534511887582
512,0,0.4375,224,2.5348965270012687,-1.1674475191972744,-0.6667108542566031,-0.24937289385626243,0.32860134150843096,-0.9690074637739337,-1.5984862043003487,-0.6178282619959187,0.7537192892575417
512,0,0.111328125,57,1.3641484631800984,-0.7603072199904712,0.7343393620100124,-0.6866384503746166,-0.776893097416257,-0.6838828866590801,-0.7350553982175184,-0.7008373510442591,0.7524333845093182
512,0,0.09765625,50,1.2825084424103568,-0.6471393853776484,-0.7718135091156487,-0.7269454489298678,0.7547728890643575,-0.7402775114196715,0.7174796966074574,-0.6869180973182286,-0.8272855820290175
512,0,0.091796875,47,1.2532884150697114,-0.6844923911190923,0.7555496629916407,-0.7096617010934244,-0.7816073257118853,-0.7404645822360533,-0.7241934734819194,-0.7006743748556229,0.7440887130502282
512,0,0.080078125,41,0.9849892016376356,-0.6279400016034276,-0.7787636454531501,-0.7598896618640699,0.7566178266019309,-0.7600116671719895,0.6932035519757022,-0.6675411789877256,-0.7765047061636854
512,0,0.07421875,38,1.2835347789584657,-0.6666165385224172,-0.7278657657373598,-0.7262373443442247,0.7220910786109249,-0.7280544151722547,0.6969503484794003,-0.6803610620233457,-0.7492132864727493
512,0,0.322265625,165,2.2055300635928075,-0.6816164817618391,-0.8278337256504177,-0.6626408394652111,0.8439750915989779,-1.499963144481136,-1.1700734479963466,-0.20675923503939037,0.3708107935012753
512,0,0.26953125,138,2.1274873898438385,-0.7878295238818881,0.6511313756118268,-0.6595926765102065,-0.7992434385917415,-1.4275833769369586,1.386919223640733,-0.26933479119184245,-0.3927257147916242
512,0,0.126953125,65,1.3281338390614628,-0.8360403388653579,0.7428554156292888,-0.6530091010637458,-0.7165123372720251,-0.6293079681073876,-0.7686915572176204,-0.7003529240874343,0.812306828355257
512,0,0.27734375,142,2.1048934977895692,-1.4169002966718431,1.383978040800261,-0.28087719249561366,-0.3743621402131338,-0.7844288053057606,0.6851251158255445,-0.6740062844053529,-0.7593974666783663
512,0,0.099609375,51,1.0210431769481454,-0.6393391872729981,0.8176820174269375,-0.7860109819231142,-0.7807026630031937,-0.7716863473047864,-0.6886949594066296,-0.6413783320223847,0.8259887220541273
512,0,0.111328125,57,1.2669274212177122,-0.6775876260902497,0.7383855433940681,-0.6959807567843219,-0.7700259112159827,-0.7001534158840241,-0.7420732197804276,-0.7136170420346908,0.7416687037637918
512,0,0.091796875,47,1.2405150649001349,-0.7008586445153353,0.7826366872935469,-0.7429956555325145,-0.7477342712120909,-0.7167450374495837,-0.673124838078361,-0.65664242552851,0.7844094186570292
512,0,0.2421875,124,2.2545767783356983,-1.3653120461881496,1.3808660921410874,-0.29740128991795123,-0.3145959658251491,-0.7333944885199606,0.7156756439881523,-0.7058866921987016,-0.7987705895114469
512,0,0.06640625,34,1.126466668401389,-0.6680686026394703,0.7338361648843532,-0.7138135431763244,-0.7004845271695027,-0.7065930414339667,-0.7562152818565445,-0.7201617384105545,0.8001438232666778
512,0,0.490234375,251,2.370642679303694,-1.142569047782138,-0.6581436952327147,-0.25724209530662007,0.31774264974235206,-0.9098965963315312,-1.8758314231995952,-0.6209678166205433,0.8251840610851752
512,0,0.361328125,185,2.4884274088480365,-1.3168514850902653,-1.272041161210114,-0.30527419140998535,0.3569841576414585,-0.8237320732471506,-0.6119408335512918,-0.6985994917447369,0.6793881989648691
512,0,0.306640625,157,2.279109890332795,-0.6261977504835969,0.8498177473935201,-0.7017108949968636,-0.7437277451712021,-1.4667480336740528,1.2139653758211422,-0.2531479745494022,-0.3487342163104352
512,0,0.0859375,44,1.0176812092488912,-0.7213391370933844,-0.6887073867103782,-0.6645878327920581,0.7892407519711074,-0.6800379423625135,0.7902771758298611,-0.7402329617606412,-0.7120154139876581
512,0,0.123046875,63,1.158747590560066,-0.6948164871038003,0.7157310401906384,-0.6855694917341101,-0.7498500285871053,-0.691069603101101,-0.7917422612597468,-0.7297977979450989,0.8233123481807159
512,0,0.091796875,47,1.0594644169672416,0.7357372430659228,-0.7121582802992384,0.6888749497047757,0.7957183133323561,0.6936013942358071,0.7686410669563303,0.7290003294919231,-0.827704824818103
512,0,0.3203125,164,2.334629623692421,-0.7953353559283147,0.6886628097840252,-0.6668819097796778,-0.8256959860384699,-1.4638736445571428,1.4087045399699991,-0.2740731636510694,-0.33109623958726137
512,0,0.08984375,46,1.0376003236289368,-0.7014984102619743,0.7364869539950363,-0.6983870380978616,-0.7486290259175115,-0.7011020082118606,-0.7702526284317078,-0.7073733550381649,0.843239963130613
512,0,0.126953125,65,1.1605037030305356,0.7161776407293589,0.7509437491011594,0.6881120930182063,-0.7548467220334173,0.7182197588963649,-0.7236833011547107,0.7193122103843799,0.7672372867845418
512,0,0.083984375,43,1.224773792976853,-0.7438506746053722,0.7269453333488393,-0.6945898017076324,-0.8565263579647583,-0.7057347290316471,-0.7508045696914503,-0.7103620080929964,0.7109398288814839
512,0,0.09765625,50,1.212876700853517,-0.7071256042062397,0.7654939389294506,-0.6993069191985356,-0.8311886414141593,-0.7142277190288073,-0.7530802189807642,-0.7048657523604029,0.7858542285044837
512,0,0.3203125,164,2.460521378950814,-0.6601484801121312,0.677243336133409,-0.7407580662998957,-0.7029651474376005,-1.491939570897414,1.5539629394637768,-0.28778289236821153,-0.3168527102643315
512,0,0.322265625,165,2.3191266990146393,-0.5881966160330151,-0.8380148831659336,-0.752814539354916,0.694080828057004,-1.3885607133064468,-1.33080056164293,-0.2766972315600574,0.30466803066845155
512,0,0.10546875,54,0.9267799164141242,-0.6788728390918719,0.7862779354124314,-0.6914577075748031,-0.8012814711027977,-0.6786681329177546,-0.7548299959873243,-0.7193050470731206,0.7075685686046576
512,0,0.26171875,134,2.166616577242593,-0.7308618080388263,-0.7269627209267692,-0.6817881965367985,0.7853991210576644,-1.4567925656270635,-1.302731639168154,-0.23229863520156704,0.32594086003681394
512,0,0.36328125,186,1.7891408200178174,-1.021888634705541,-0.5923507605508538,-0.3534249508894415,0.4089519354726459,-0.8919851174319992,1.5663426927378048,-0.6897506529615487,-0.6840790231850539
512,0,0.12890625,66,1.2817792749519097,-0.6217473015223539,0.7465865475618154,-0.7074412499078404,-0.7215610620179826,-0.840462622315318,-0.7319491557819231,-0.6561241536747778,0.7260360692921133
512,0,0.10546875,54,1.2556684979526274,-0.6997548352116879,-0.7168054110414248,-0.7060187986913182,0.7119927117731388,-0.700631592594372,0.7449477367205392,-0.7000949139306449,-0.7538980270364056
512,0,0.30078125,154,2.24038325986249,-1.5594916818865934,1.2409494314918426,-0.24069865700197784,-0.3380171695232895,-0.7614999984553172,0.597190269289115,-0.6469370748573982,-0.7802289458527283
512,0,0.0703125,36,1.0771795107048696,-0.6902016807072503,0.7366685054237477,-0.71490762592232,-0.7334193466208438,-0.741158308276681,-0.7417918401010294,-0.6834755811976156,0.7218620362521814
512,0,0.302734375,155,2.206600824961331,-0.8212707892034016,-0.6445580927716832,-0.6197463367747781,0.791792403065242,-1.484382130356206,-1.334511798883115,-0.2370085285943748,0.357042976228071
512,0,0.453125,232,2.4558750249305636,-1.1600229702545306,-0.6782054462166629,-0.26390713959652745,0.3090827061225552,-0.8630045288664703,-1.8362802923041748,-0.6544538973673419,0.7124338153345795
512,0,0.09765625,50,1.185017684424155,-0.6809128174462791,-0.6756216927840157,-0.6911424293559019,0.7618729862300987,-0.7046217308016628,0.741725854786027,-0.7136642573156445,-0.7230033509352255
512,0,0.2578125,132,2.37473363097222,-1.493552974236119,-1.3103456608265656,-0.24456779262723471,0.33762816746607743,-0.7678671677338708,-0.6994954427349808,-0.6573920288971283,0.8046240485472964
512,0,0.3203125,164,2.319259053108356,-0.7795731399023512,-0.663090960045864,-0.697631576265356,0.7054413784760039,-1.4988495145440737,-1.4859502629763046,-0.2945666338764651,0.30693527454257435
512,0,0.10546875,54,1.0358998655651166,-0.6758523024234101,0.7644399147175129,-0.707367225018326,-0.7859039207126054,-0.7945852637416754,-0.759347830890769,-0.6878106548841242,0.8117854305567695
512,0,0.23828125,122,2.4748208312122952,-1.413275452628986,-1.4192130584156906,-0.2762396681176232,0.35480141352391614,-0.72387807660904,-0.7318564688025122,-0.7131970886454677,0.7510171899948929
